,title,MFCCs,views,rating
1847,What A Complex,"[[-4.69555900e+02 -4.69555900e+02 -4.69555900e+02 ... -4.51887480e+02
  -4.60482575e+02 -4.69386415e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.19963169e+01
   7.02212287e+00  1.33591114e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -7.86256328e+00
  -2.25826243e+00 -9.07245238e-02]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.72912217e+00
  -7.23250534e-01 -2.21786670e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  8.44945002e-01
   1.12182429e-01 -5.19967734e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  7.40751164e+00
   4.45780108e+00  1.63200476e-01]]",16642,5
1848,Precious And Few,"[[-476.76789872 -476.76789872 -470.96872595 ... -476.76789872
  -476.76789872 -476.76789872]
 [   0.            0.            7.93506607 ...    0.
     0.            0.        ]
 [   0.            0.            7.16024121 ...    0.
     0.            0.        ]
 ...
 [   0.            0.           -4.35792227 ...    0.
     0.            0.        ]
 [   0.            0.           -4.76378332 ...    0.
     0.            0.        ]
 [   0.            0.           -4.78563836 ...    0.
     0.            0.        ]]",492,4.2727275
1849,Tonight,"[[-472.65743005 -472.65743005 -472.65743005 ... -465.12580443
  -472.65743005 -472.65743005]
 [   0.            0.            0.         ...   10.60138582
     0.            0.        ]
 [   0.            0.            0.         ...   10.45251929
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    6.3859013
     0.            0.        ]
 [   0.            0.            0.         ...    5.65877123
     0.            0.        ]
 [   0.            0.            0.         ...    4.92138946
     0.            0.        ]]",24423,5
1850,Firecracker,"[[-4.74648918e+02 -4.74648918e+02 -4.74648918e+02 ... -4.25582534e+02
  -4.73999341e+02 -4.74648918e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  4.46285194e+01
   7.79794133e-01  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  3.10613452e+00
   4.66227922e-01  0.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.16743129e+01
  -7.79162092e-01  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -3.55768057e+00
  -4.84977528e-01  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  5.50271806e+00
  -2.30404560e-01  0.00000000e+00]]",43366,4.9745221
1851,Tear That Falls,"[[-483.08230398 -483.08230398 -483.08230398 ... -472.3758769
  -478.39403054 -483.08230398]
 [   0.            0.            0.         ...   14.69351137
     6.47157447    0.        ]
 [   0.            0.            0.         ...   13.41183963
     6.01376128    0.        ]
 ...
 [   0.            0.            0.         ...    1.05574152
     0.64139907    0.        ]
 [   0.            0.            0.         ...    1.67886718
     0.74144773    0.        ]
 [   0.            0.            0.         ...    2.6168554
     1.0300535     0.        ]]",45657,4.8974357
1852,The Sufferer,"[[-463.64119509 -463.64119509 -463.64119509 ... -463.64119509
  -463.64119509 -463.64119509]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",29696,4.8947368
1853,Reggae Summertime,"[[-457.42751746 -457.42751746 -457.42751746 ... -368.04214442
  -399.49381046 -433.53513171]
 [   0.            0.            0.         ...   71.97704536
    54.3473194    25.83524692]
 [   0.            0.            0.         ...   11.99662509
    20.88488164   14.66733549]
 ...
 [   0.            0.            0.         ...   15.30715217
    11.67112842    9.11725497]
 [   0.            0.            0.         ...    9.35333696
     8.11489386    6.403888  ]
 [   0.            0.            0.         ...    1.72259361
    -3.00393136   -0.50499198]]",3214,4.548718
1854,Feelin' Alright,"[[-506.21420358 -506.21420358 -506.21420358 ... -506.21420358
  -506.21420358 -506.21420358]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",6479,5
1855,Runnin' Strong,"[[-548.76006613 -548.76006613 -548.76006613 ... -344.97421665
  -406.44969352 -523.68361876]
 [   0.            0.            0.         ...   97.46461525
    95.21488795   24.89941894]
 [   0.            0.            0.         ...  -17.25116661
    -8.23113137    2.64289794]
 ...
 [   0.            0.            0.         ...   12.31061038
    14.3617688     3.87813082]
 [   0.            0.            0.         ...   13.22896095
    16.79933834    4.04552049]
 [   0.            0.            0.         ...   -8.48767722
    -3.00701631    2.64566256]]",1284,4.6666665
1856,You Got 5,"[[-540.75889295 -540.75889295 -540.75889295 ... -539.15714552
  -540.75889295 -540.75889295]
 [   0.            0.            0.         ...    2.25898464
     0.            0.        ]
 [   0.            0.            0.         ...    2.24033764
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    1.67302789
     0.            0.        ]
 [   0.            0.            0.         ...    1.5563287
     0.            0.        ]
 [   0.            0.            0.         ...    1.43146915
     0.            0.        ]]",1959,5
1857,Free Time,"[[-425.67108681 -222.51587562 -169.49332    ... -475.0008229
  -475.0008229  -475.0008229 ]
 [  56.86513632  140.84687121  165.45862454 ...    0.
     0.            0.        ]
 [  30.21518178    9.15397101    2.00424781 ...    0.
     0.            0.        ]
 ...
 [   6.63051854   14.11842441   13.93808267 ...    0.
     0.            0.        ]
 [   2.25140585    1.99381125    1.3064253  ...    0.
     0.            0.        ]
 [  -3.8762966     6.23957007    8.59679428 ...    0.
     0.            0.        ]]",1198626,4.8917613
1858,Reggae Hit L.A.,"[[-505.22405512 -505.22405512 -505.22405512 ... -505.22405512
  -505.22405512 -505.22405512]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",111341,4.8760328
1859,Work It,"[[-5.17036262e+02 -5.17036262e+02 -5.15731080e+02 ... -5.17036262e+02
  -5.15636050e+02 -5.16269962e+02]
 [ 0.00000000e+00  0.00000000e+00  1.81220959e+00 ...  0.00000000e+00
   1.92789493e+00  1.06235746e+00]
 [ 0.00000000e+00  0.00000000e+00  1.71362569e+00 ...  0.00000000e+00
   1.77425476e+00  9.99194068e-01]
 ...
 [ 0.00000000e+00  0.00000000e+00 -1.87309302e-01 ...  0.00000000e+00
  -1.10020009e+00 -4.07654508e-01]
 [ 0.00000000e+00  0.00000000e+00 -3.93537798e-01 ...  0.00000000e+00
  -1.34345103e+00 -5.84278074e-01]
 [ 0.00000000e+00  0.00000000e+00 -5.70871932e-01 ...  0.00000000e+00
  -1.50576215e+00 -7.35408542e-01]]",1681,4.2222223
1860,Well Runs Dry (a.k.a. Free Soul),"[[-517.0911074 -517.0911074 -517.0911074 ... -517.0911074 -517.0911074
  -517.0911074]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 ...
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]
 [   0.           0.           0.        ...    0.           0.
     0.       ]]",174,5
1861,Lucky Streak,"[[-4.99956149e+02 -4.99956149e+02 -4.99956149e+02 ... -8.95458363e+01
  -1.62324646e+02 -2.71246249e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  9.92222313e+01
   1.11791640e+02  1.20674244e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -1.48092695e+01
  -9.15631442e-04  8.05271002e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  4.65065685e+00
   1.19930457e+01  1.54685942e+01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  7.54038321e+00
   1.48423186e+01  1.83657763e+01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ... -2.34640959e+00
   2.82529643e+00  6.26713696e+00]]",12716,4.8461537
1862,Bonus Track,"[[-5.01207697e+02 -5.01207697e+02 -5.00652870e+02 ... -5.01207697e+02
  -5.01207697e+02 -5.01207697e+02]
 [ 0.00000000e+00  0.00000000e+00  7.69615063e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  7.25119400e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00 -2.89233974e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00 -4.21925035e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00 -5.37685607e-01 ...  0.00000000e+00
   0.00000000e+00  0.00000000e+00]]",14134,4.9555554
1863,Fire Girl,"[[-509.32933017 -509.32933017 -509.32933017 ... -509.32933017
  -509.32933017 -509.32933017]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",31752,4.8888888
1864,Let's Pack Our Bags,"[[-528.65480032 -528.65480032 -528.65480032 ... -528.65480032
  -528.65480032 -528.65480032]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",47679,4.9523811
1865,We Came To Score,"[[-5.17607494e+02 -5.17607494e+02 -5.17607494e+02 ... -5.08493324e+02
  -5.11626917e+02 -5.15190401e+02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.19900378e+01
   7.86838790e+00  3.35418346e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.08639978e+01
   7.21331470e+00  3.16524767e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.34571671e+00
   6.09724148e-01 -6.69397493e-01]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  1.18823850e+00
   7.89037353e-02 -1.06148882e+00]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00 ...  3.45804140e-01
  -9.63361255e-01 -1.35797528e+00]]",381,4.4716983
1866,Faster Bullet,"[[-496.31573054 -496.31573054 -496.31573054 ... -496.31573054
  -496.31573054 -496.31573054]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",40859,5
1867,Left Red,"[[-519.78154032 -519.78154032 -519.78154032 ... -488.94994133
  -500.48582022 -518.80281811]
 [   0.            0.            0.         ...   37.49344726
    26.10052438    1.38244539]
 [   0.            0.            0.         ...   28.11096612
    23.72643211    1.37742465]
 ...
 [   0.            0.            0.         ...    2.08594687
     4.94642774    1.22424482]
 [   0.            0.            0.         ...    1.14001971
     2.70842348    1.19259902]
 [   0.            0.            0.         ...    2.62410813
     1.98383713    1.15867256]]",8691,5
1868,Rhyme & Light,"[[-4.54770665e+02 -2.70188860e+02 -6.90150428e+01 ... -2.14459540e+02
  -2.36140203e+02 -2.67800746e+02]
 [ 5.01115271e+01  1.26027268e+02  8.73302570e+01 ...  1.80937357e+02
   1.78647910e+02  1.73918000e+02]
 [ 2.91252895e+01 -3.31910841e+00 -3.15058626e+01 ...  2.64479734e-01
   3.21089272e+00  7.27625804e+00]
 ...
 [ 1.45411992e+01  9.94287081e+00  1.02387155e+01 ...  9.12934172e-01
   5.06892805e+00  2.42910456e+00]
 [ 1.34216127e+01  1.38372742e+01  5.07007931e+00 ... -9.93032271e-01
   1.23836189e+00  5.32009729e+00]
 [ 7.27014699e+00  4.05605410e+00 -2.94167874e-01 ...  8.99589972e+00
   1.24683642e+01  1.41108167e+01]]",483,4.5151515
1869,Reconcile,"[[-5.19614993e+02 -5.19529365e+02 -5.18497607e+02 ... -1.55292228e+02
  -1.51399973e+02 -1.58741163e+02]
 [ 0.00000000e+00  1.20868763e-01  1.57586444e+00 ...  1.38518575e+02
   1.63837991e+02  1.88235145e+02]
 [ 0.00000000e+00  1.20185950e-01  1.56281451e+00 ...  1.82341560e+01
   4.83505929e+00 -1.36339277e+01]
 ...
 [ 0.00000000e+00  9.90067847e-02  1.16584177e+00 ...  5.11565923e+00
   7.16432183e+00  8.40751516e+00]
 [ 0.00000000e+00  9.45446655e-02  1.08419598e+00 ...  1.14670101e+01
   1.51140926e+01  1.09621908e+01]
 [ 0.00000000e+00  8.97267016e-02  9.96846798e-01 ...  5.20976904e+00
   5.18947699e+00  5.92807145e+00]]",1159,4.7714286
1870,Baldhead Rooster,"[[-4.99493858e+02 -4.99493858e+02 -4.98901980e+02 ... -4.99288177e+02
  -4.99446090e+02 -4.99318477e+02]
 [ 0.00000000e+00  0.00000000e+00  8.29482216e-01 ...  2.87183521e-01
   6.66967882e-02  2.42649683e-01]
 [ 0.00000000e+00  0.00000000e+00  8.07031679e-01 ...  2.76196145e-01
   6.41450309e-02  2.26749227e-01]
 ...
 [ 0.00000000e+00  0.00000000e+00  2.52023192e-01 ... -7.13848504e-03
  -1.65787377e-03 -1.22252343e-01]
 [ 0.00000000e+00  0.00000000e+00  1.67404161e-01 ... -5.32421391e-02
  -1.23651931e-02 -1.64297378e-01]
 [ 0.00000000e+00  0.00000000e+00  8.74798793e-02 ... -9.79935938e-02
  -2.27584715e-02 -1.99217615e-01]]",442,4.448276
1871,5 Deadly Venoms (Album Version),"[[-484.51566654 -484.51566654 -484.51566654 ... -484.51566654
  -484.51566654 -484.51566654]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 ...
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]
 [   0.            0.            0.         ...    0.
     0.            0.        ]]",3991,4.8596492
1872,Sound By The Pound (Album Version),"[[-4.80968933e+02 -4.80968933e+02 -4.80341193e+02 ... -4.80968933e+02
  -4.80940760e+02 -4.80968933e+02]
 [ 0.00000000e+00  0.00000000e+00  8.23270557e-01 ...  0.00000000e+00
   3.96000747e-02  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  6.41209142e-01 ...  0.00000000e+00
   3.88747422e-02  0.00000000e+00]
 ...
 [ 0.00000000e+00  0.00000000e+00 -2.17398455e-01 ...  0.00000000e+00
   1.79137915e-02  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  6.19888043e-02 ...  0.00000000e+00
   1.38819891e-02  0.00000000e+00]
 [ 0.00000000e+00  0.00000000e+00  3.48388428e-01 ...  0.00000000e+00
   9.68102001e-03  0.00000000e+00]]",988,4.5636363
1873,Love Isn't Love (Album Version),"[[-492.68204263 -492.68204263 -282.09648328 ... -492.68204263
  -492.68204263 -492.68204263]
 [   0.            0.          132.391088   ...    0.
     0.            0.        ]
 [   0.            0.          -12.33650119 ...    0.
     0.            0.        ]
 ...
 [   0.            0.           16.65169964 ...    0.
     0.            0.        ]
 [   0.            0.           16.47829548 ...    0.
     0.            0.        ]
 [   0.            0.            1.61534337 ...    0.
     0.            0.        ]]",242355,4.9048524
